Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
agrest,io.agrest.access,PropertyFilteringRulesBuilderTest,idOnly,Long Statement,The length of the statement "assertEquals(pab.resolveInaccessible(tester.entity(P11.class)`AgEntity.overlay(P11.class))`Map.of("intProp"`false`"p6"`false`"id"`true));" is 137.,46
agrest,io.agrest.access,PropertyFilteringRulesBuilderTest,id,Long Statement,The length of the statement "assertEquals(Map.of("intProp"`false`"p6"`false`"id"`true)`pab.resolveInaccessible(tester.entity(P11.class)`AgEntity.overlay(P11.class)));" is 137.,53
agrest,io.agrest.access,PropertyFilteringRulesBuilderTest,allButId,Long Statement,The length of the statement "assertEquals(Map.of("id"`false`"p6"`true`"intProp"`true)`pab.resolveInaccessible(tester.entity(P11.class)`AgEntity.overlay(P11.class)));" is 136.,61
agrest,io.agrest.access,PropertyFilteringRulesBuilderTest,excludeByName_InOverlay,Long Statement,The length of the statement "assertEquals(Map.of("x"`false)`pab.resolveInaccessible(tester.entity(P11.class)`AgEntity.overlay(P11.class).attribute("x"`String.class`p11 -> "a")));" is 149.,77
agrest,io.agrest,DataResponse,DataResponse,Long Parameter List,The method has 5 parameters. ,52
agrest,io.agrest,HttpStatus,isValid,Magic Number,The method contains a magic number: 100,14
agrest,io.agrest,HttpStatus,isValid,Magic Number,The method contains a magic number: 599,14
agrest,io.agrest,ResourceEntity,ResourceEntity,Magic Number,The method contains a magic number: 2,35
agrest,io.agrest,ResourceEntity,ResourceEntity,Magic Number,The method contains a magic number: 5,35
agrest,io.agrest,ResourceEntity,getDataWindow,Complex Conditional,The conditional expression total == 0 || (start <= 0 && limit <= 0) is complex.,386
agrest,io.agrest,AgExceptionTest,of,Magic Number,The method contains a magic number: 101,9
agrest,io.agrest,AgExceptionTest,of,Magic Number,The method contains a magic number: 101,9
agrest,io.agrest,AgExceptionTest,of_Exception,Magic Number,The method contains a magic number: 101,17
agrest,io.agrest,AgExceptionTest,of_Exception,Magic Number,The method contains a magic number: 101,17
agrest,io.agrest,AgExceptionTest,badRequest,Magic Number,The method contains a magic number: 400,26
agrest,io.agrest,AgExceptionTest,badRequest_Message,Magic Number,The method contains a magic number: 400,34
agrest,io.agrest,AgExceptionTest,badRequest_Exception,Magic Number,The method contains a magic number: 400,42
agrest,io.agrest,AgExceptionTest,forbidden,Magic Number,The method contains a magic number: 403,51
agrest,io.agrest,AgExceptionTest,forbidden_Exception,Magic Number,The method contains a magic number: 403,59
agrest,io.agrest,DataResponseTest,of,Magic Number,The method contains a magic number: 201,14
agrest,io.agrest,DataResponseTest,of,Magic Number,The method contains a magic number: 201,14
agrest,io.agrest,ResourceEntityTest,getDataWindow_Offset,Magic Number,The method contains a magic number: 2,46
agrest,io.agrest,ResourceEntityTest,getDataWindow_OffsetPastEnd,Magic Number,The method contains a magic number: 4,55
agrest,io.agrest,ResourceEntityTest,getDataWindow_Limit,Magic Number,The method contains a magic number: 2,64
agrest,io.agrest,ResourceEntityTest,getDataWindow_LimitPastEnd,Magic Number,The method contains a magic number: 4,73
agrest,io.agrest,ResourceEntityTest,getDataWindow_LimitPastEnd,Magic Number,The method contains a magic number: 2,73
agrest,io.agrest,ResourceEntityTest,getDataWindow_OffsetNegativeLimit,Magic Number,The method contains a magic number: 5,92
agrest,io.agrest,ResourceEntityTest,getDataWindow_OffsetNegativeLimit,Magic Number,The method contains a magic number: 2,92
agrest,io.agrest,ResourceEntityTest,getDataWindow_LimitNegativeOffset,Magic Number,The method contains a magic number: 2,102
agrest,io.agrest,ResourceEntityTest,getDataWindow_LimitNegativeOffset,Magic Number,The method contains a magic number: 2,102
agrest,io.agrest,SimpleResponseTest,of,Magic Number,The method contains a magic number: 201,9
agrest,io.agrest,SimpleResponseTest,of,Magic Number,The method contains a magic number: 201,9
agrest,io.agrest.compiler,AnnotationsAgEntityBuilder,checkValidAttributeType,Long Statement,The length of the statement "return !Void.class.equals(type) && !void.class.equals(type) && !Map.class.isAssignableFrom(type)&& (!Collection.class.isAssignableFrom(type) || isCollectionOfSimpleType(type`genericType));" is 188.,138
agrest,io.agrest.compiler,AnnotationsAgEntityBuilder,isSimpleType,Long Statement,The length of the statement "return String.class.isAssignableFrom(cls) || Number.class.isAssignableFrom(cls) || Boolean.class.isAssignableFrom(cls)|| Character.class.isAssignableFrom(cls);" is 159.,156
agrest,io.agrest.compiler,AnnotationsAgEntityBuilder,checkValidIdType,Long Statement,The length of the statement "return !Void.class.equals(type) && !void.class.equals(type) && !Map.class.isAssignableFrom(type)&& !Collection.class.isAssignableFrom(type);" is 140.,180
agrest,io.agrest.compiler,AnnotationsAgEntityBuilder,addAsRelationship,Long Statement,The length of the statement "addRelationship(new DefaultRelationship(getter.getName()`schema.getEntity(targetType)`toMany`aRel.readable()`aRel.writable()`new ReaderBasedResolver<>(getter::getValue)));" is 171.,185
agrest,io.agrest.compiler,AnnotationsAgEntityBuilder,buildEntity,Long Statement,The length of the statement "return new DefaultEntity<>(name`type`Modifier.isAbstract(type.getModifiers())`Collections.emptyList()`ids`attributes`relationships`dataResolver != null ? dataResolver : ThrowingRootDataResolver.getInstance()`ReadFilter.allowsAllFilter()`CreateAuthorizer.allowsAllFilter()`UpdateAuthorizer.allowsAllFilter()`DeleteAuthorizer.allowsAllFilter());" is 343.,215
agrest,io.agrest.compiler,AnnotationsAgEntityCompiler,warnOfEmptyEntity,Complex Conditional,The conditional expression entity.getIdParts().isEmpty() && entity.getAttributes().isEmpty() && entity.getRelationships().isEmpty() is complex.,41
agrest,io.agrest.compiler,AnnotationsAgEntityCompilerTest,compile,Long Statement,The length of the statement "AgEntity<Entity> entity=new AnnotationsAgEntityCompiler(Collections.emptyMap()).compile(Entity.class`new LazySchema(compilers));" is 128.,25
agrest,io.agrest.compiler,AnnotationsAgEntityCompilerTest,compile_CollectionAttributes,Magic Number,The method contains a magic number: 7,35
agrest,io.agrest.compiler,AnnotationsAgEntityCompilerTest,compile_EntityWithNoAnnotations,Long Statement,The length of the statement "AgEntity<EntityNoAnnotations> entity=new AnnotationsAgEntityCompiler(Collections.emptyMap()).compile(EntityNoAnnotations.class`new LazySchema(compilers));" is 154.,52
agrest,io.agrest.converter.jsonvalue,FloatConverter,valueNonNull,Complex Method,Cyclomatic complexity of the method is 8,17
agrest,io.agrest.converter.jsonvalue,GenericConverter,value,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@27c837d1,17
agrest,io.agrest.converter.jsonvalue,JsonValueConverters,objectConverter,Long Statement,The length of the statement "Map<String`PropertySetter> setters=BeanAnalyzer.findSetters(cls).collect(Collectors.toMap(PropertySetter::getName`Function.identity()));" is 136.,90
agrest,io.agrest.converter.jsonvalue,JsonValueConverters,objectConverter,Long Statement,The length of the statement "Map<String`JsonValueConverter<?>> propertyConverters=setters.values().stream().collect(Collectors.toMap(PropertySetter::getName`setter -> new LazyConverter<>(() -> buildConverter(setter))));" is 190.,90
agrest,io.agrest.converter.jsonvalue,MapConverter,MapConverter,Magic Number,The method contains a magic number: 4,17
agrest,io.agrest.converter.jsonvalue,MapConverter,MapConverter,Magic Number,The method contains a magic number: 3.,17
agrest,io.agrest.converter.jsonvalue,FloatConverterTest,converter_TooLarge_Positive,Magic Number,The method contains a magic number: 1.1d,68
agrest,io.agrest.converter.jsonvalue,FloatConverterTest,converter_TooSmall_Positive,Magic Number,The method contains a magic number: 0.9d,73
agrest,io.agrest.converter.jsonvalue,FloatConverterTest,converter_TooLarge_Negative,Magic Number,The method contains a magic number: 1.1d,78
agrest,io.agrest.converter.jsonvalue,FloatConverterTest,converter_TooSmall_Negative,Magic Number,The method contains a magic number: 0.9d,83
agrest,io.agrest.converter.jsonvalue,JsonValueConverters_PojoTest,compiler_CollectionProperties,Magic Number,The method contains a magic number: 2,46
agrest,io.agrest.converter.jsonvalue,JsonValueConverters_PojoTest,compiler_CollectionProperties,Magic Number,The method contains a magic number: 3,46
agrest,io.agrest.converter.jsonvalue,JsonValueConverters_PojoTest,compiler_CollectionProperties,Magic Number,The method contains a magic number: 2,46
agrest,io.agrest.converter.jsonvalue,JsonValueConverters_PojoTest,compiler_CollectionProperties,Magic Number,The method contains a magic number: 3,46
agrest,io.agrest.converter.jsonvalue,JsonValueConverters_PojoTest,compiler_RelationshipProperties,Magic Number,The method contains a magic number: 11,61
agrest,io.agrest.converter.jsonvalue,JsonValueConverters_PojoTest,compiler_RelationshipProperties,Magic Number,The method contains a magic number: 41,61
agrest,io.agrest.converter.jsonvalue,JsonValueConverters_PojoTest,compiler_RelationshipProperties,Magic Number,The method contains a magic number: 42,61
agrest,io.agrest.converter.jsonvalue,JsonValueConverters_PojoTest,compiler_RelationshipProperties,Magic Number,The method contains a magic number: 51,61
agrest,io.agrest.converter.jsonvalue,JsonValueConverters_PojoTest,compiler_RelationshipProperties,Magic Number,The method contains a magic number: 11,61
agrest,io.agrest.converter.jsonvalue,JsonValueConverters_PojoTest,compiler_RelationshipProperties,Magic Number,The method contains a magic number: 11,61
agrest,io.agrest.converter.jsonvalue,JsonValueConverters_PojoTest,compiler_RelationshipProperties,Magic Number,The method contains a magic number: 41,61
agrest,io.agrest.converter.jsonvalue,JsonValueConverters_PojoTest,compiler_RelationshipProperties,Magic Number,The method contains a magic number: 11,61
agrest,io.agrest.converter.jsonvalue,JsonValueConverters_PojoTest,compiler_RelationshipProperties,Magic Number,The method contains a magic number: 42,61
agrest,io.agrest.converter.jsonvalue,JsonValueConverters_PojoTest,compiler_RelationshipProperties,Magic Number,The method contains a magic number: 51,61
agrest,io.agrest.converter.jsonvalue,JsonValueConverters_PojoTest,compiler_RelationshipProperties,Magic Number,The method contains a magic number: 11,61
agrest,io.agrest.converter.jsonvalue,LocalDateConverterTest,java8ISODate,Magic Number,The method contains a magic number: 2016,12
agrest,io.agrest.converter.jsonvalue,LocalDateConverterTest,java8ISODate,Magic Number,The method contains a magic number: 3,12
agrest,io.agrest.converter.jsonvalue,LocalDateConverterTest,java8ISODate,Magic Number,The method contains a magic number: 26,12
agrest,io.agrest.converter.jsonvalue,LocalDateTimeConverterTest,java8ISOTimestamp,Magic Number,The method contains a magic number: 2016,12
agrest,io.agrest.converter.jsonvalue,LocalDateTimeConverterTest,java8ISOTimestamp,Magic Number,The method contains a magic number: 3,12
agrest,io.agrest.converter.jsonvalue,LocalDateTimeConverterTest,java8ISOTimestamp,Magic Number,The method contains a magic number: 26,12
agrest,io.agrest.converter.jsonvalue,LocalDateTimeConverterTest,java8ISOTimestamp,Magic Number,The method contains a magic number: 16,12
agrest,io.agrest.converter.jsonvalue,LocalDateTimeConverterTest,java8ISOTimestamp,Magic Number,The method contains a magic number: 59,12
agrest,io.agrest.converter.jsonvalue,LocalDateTimeConverterTest,java8ISOTimestamp,Magic Number,The method contains a magic number: 58,12
agrest,io.agrest.converter.jsonvalue,LocalTimeConverterTest,convert,Magic Number,The method contains a magic number: 16,12
agrest,io.agrest.converter.jsonvalue,LocalTimeConverterTest,convert,Magic Number,The method contains a magic number: 58,12
agrest,io.agrest.converter.jsonvalue,LocalTimeConverterTest,convert,Magic Number,The method contains a magic number: 47,12
agrest,io.agrest.converter.jsonvalue,NormalizerTest,normalize_Long,Magic Number,The method contains a magic number: 5L,22
agrest,io.agrest.converter.jsonvalue,NormalizerTest,normalize_Long,Magic Number,The method contains a magic number: 1000,22
agrest,io.agrest.converter.jsonvalue,NormalizerTest,normalize_Int,Magic Number,The method contains a magic number: 5,33
agrest,io.agrest.converter.jsonvalue,NormalizerTest,normalize_Int,Magic Number,The method contains a magic number: 5L,33
agrest,io.agrest.converter.jsonvalue,ShortConverterTest,overflow,Magic Number,The method contains a magic number: 5,33
agrest,io.agrest.converter.valuestring,LocalDateConverterTest,asString,Magic Number,The method contains a magic number: 2016,13
agrest,io.agrest.converter.valuestring,LocalDateConverterTest,asString,Magic Number,The method contains a magic number: 3,13
agrest,io.agrest.converter.valuestring,LocalDateConverterTest,asString,Magic Number,The method contains a magic number: 26,13
agrest,io.agrest.converter.valuestring,LocalDateTimeConverterTest,asString,Magic Number,The method contains a magic number: 2016,13
agrest,io.agrest.converter.valuestring,LocalDateTimeConverterTest,asString,Magic Number,The method contains a magic number: 3,13
agrest,io.agrest.converter.valuestring,LocalDateTimeConverterTest,asString,Magic Number,The method contains a magic number: 26,13
agrest,io.agrest.converter.valuestring,LocalDateTimeConverterTest,asString,Magic Number,The method contains a magic number: 13,13
agrest,io.agrest.converter.valuestring,LocalDateTimeConverterTest,asString,Magic Number,The method contains a magic number: 27,13
agrest,io.agrest.converter.valuestring,LocalDateTimeConverterTest,asString,Magic Number,The method contains a magic number: 27,13
agrest,io.agrest.converter.valuestring,LocalDateTimeConverterTest,asString_distantPast,Magic Number,The method contains a magic number: 1815,18
agrest,io.agrest.converter.valuestring,LocalDateTimeConverterTest,asString_distantPast,Magic Number,The method contains a magic number: 2,18
agrest,io.agrest.converter.valuestring,LocalDateTimeConverterTest,asString_distantPast,Magic Number,The method contains a magic number: 2,18
agrest,io.agrest.converter.valuestring,LocalDateTimeConverterTest,asString_1ms,Magic Number,The method contains a magic number: 2016,23
agrest,io.agrest.converter.valuestring,LocalDateTimeConverterTest,asString_1ms,Magic Number,The method contains a magic number: 3,23
agrest,io.agrest.converter.valuestring,LocalDateTimeConverterTest,asString_1ms,Magic Number,The method contains a magic number: 26,23
agrest,io.agrest.converter.valuestring,LocalDateTimeConverterTest,asString_1ms,Magic Number,The method contains a magic number: 13,23
agrest,io.agrest.converter.valuestring,LocalDateTimeConverterTest,asString_1ms,Magic Number,The method contains a magic number: 27,23
agrest,io.agrest.converter.valuestring,LocalDateTimeConverterTest,asString_1ms,Magic Number,The method contains a magic number: 27,23
agrest,io.agrest.converter.valuestring,LocalDateTimeConverterTest,asString_1ms,Magic Number,The method contains a magic number: 1_000_000,23
agrest,io.agrest.converter.valuestring,LocalDateTimeConverterTest,asString_100ms,Magic Number,The method contains a magic number: 2016,29
agrest,io.agrest.converter.valuestring,LocalDateTimeConverterTest,asString_100ms,Magic Number,The method contains a magic number: 3,29
agrest,io.agrest.converter.valuestring,LocalDateTimeConverterTest,asString_100ms,Magic Number,The method contains a magic number: 26,29
agrest,io.agrest.converter.valuestring,LocalDateTimeConverterTest,asString_100ms,Magic Number,The method contains a magic number: 13,29
agrest,io.agrest.converter.valuestring,LocalDateTimeConverterTest,asString_100ms,Magic Number,The method contains a magic number: 27,29
agrest,io.agrest.converter.valuestring,LocalDateTimeConverterTest,asString_100ms,Magic Number,The method contains a magic number: 27,29
agrest,io.agrest.converter.valuestring,LocalDateTimeConverterTest,asString_100ms,Magic Number,The method contains a magic number: 100_000_000,29
agrest,io.agrest.converter.valuestring,LocalTimeConverterTest,asString,Magic Number,The method contains a magic number: 13,13
agrest,io.agrest.converter.valuestring,LocalTimeConverterTest,asString,Magic Number,The method contains a magic number: 27,13
agrest,io.agrest.converter.valuestring,LocalTimeConverterTest,asString,Magic Number,The method contains a magic number: 27,13
agrest,io.agrest.converter.valuestring,LocalTimeConverterTest,asString_1ms,Magic Number,The method contains a magic number: 13,18
agrest,io.agrest.converter.valuestring,LocalTimeConverterTest,asString_1ms,Magic Number,The method contains a magic number: 27,18
agrest,io.agrest.converter.valuestring,LocalTimeConverterTest,asString_1ms,Magic Number,The method contains a magic number: 27,18
agrest,io.agrest.converter.valuestring,LocalTimeConverterTest,asString_1ms,Magic Number,The method contains a magic number: 1_000_000,18
agrest,io.agrest.converter.valuestring,LocalTimeConverterTest,asString_100ms,Magic Number,The method contains a magic number: 13,23
agrest,io.agrest.converter.valuestring,LocalTimeConverterTest,asString_100ms,Magic Number,The method contains a magic number: 27,23
agrest,io.agrest.converter.valuestring,LocalTimeConverterTest,asString_100ms,Magic Number,The method contains a magic number: 27,23
agrest,io.agrest.converter.valuestring,LocalTimeConverterTest,asString_100ms,Magic Number,The method contains a magic number: 100_000_000,23
agrest,io.agrest.converter.valuestring,OffsetDateTimeConverterTest,iSOOffsetDateTimeConverter,Magic Number,The method contains a magic number: 1458995247000L,14
agrest,io.agrest.converter.valuestring,OffsetDateTimeConverterTest,iSOOffsetDateTimeConverter_FractionalPart1,Magic Number,The method contains a magic number: 1458995247001L,19
agrest,io.agrest.converter.valuestring,OffsetDateTimeConverterTest,iSOOffsetDateTimeConverter_FractionalPart2,Magic Number,The method contains a magic number: 1458995247100L,24
agrest,io.agrest.converter.valuestring,OffsetDateTimeConverterTest,fromMillis,Long Statement,The length of the statement "return OffsetDateTime.of(LocalDateTime.ofInstant(Instant.ofEpochMilli(millis)`ZoneId.systemDefault())`ZoneOffset.ofHours(3));" is 125.,35
agrest,io.agrest.converter.valuestring,OffsetDateTimeConverterTest,fromMillis,Magic Number,The method contains a magic number: 3,35
agrest,io.agrest.converter.valuestring,SqlDateConverterTest,asString,Magic Number,The method contains a magic number: 2016,14
agrest,io.agrest.converter.valuestring,SqlDateConverterTest,asString,Magic Number,The method contains a magic number: 3,14
agrest,io.agrest.converter.valuestring,SqlDateConverterTest,asString,Magic Number,The method contains a magic number: 26,14
agrest,io.agrest.converter.valuestring,SqlTimeConverterTest,asString,Magic Number,The method contains a magic number: 13,16
agrest,io.agrest.converter.valuestring,SqlTimeConverterTest,asString,Magic Number,The method contains a magic number: 27,16
agrest,io.agrest.converter.valuestring,SqlTimeConverterTest,asString,Magic Number,The method contains a magic number: 27,16
agrest,io.agrest.converter.valuestring,SqlTimeConverterTest,asString_1ms,Long Statement,The length of the statement "Time time=new Time(LocalTime.of(13`27`27`1_000_000).atDate(LocalDate.EPOCH).atZone(ZoneId.systemDefault()).toInstant().toEpochMilli());" is 135.,21
agrest,io.agrest.converter.valuestring,SqlTimeConverterTest,asString_1ms,Magic Number,The method contains a magic number: 13,21
agrest,io.agrest.converter.valuestring,SqlTimeConverterTest,asString_1ms,Magic Number,The method contains a magic number: 27,21
agrest,io.agrest.converter.valuestring,SqlTimeConverterTest,asString_1ms,Magic Number,The method contains a magic number: 27,21
agrest,io.agrest.converter.valuestring,SqlTimeConverterTest,asString_1ms,Magic Number,The method contains a magic number: 1_000_000,21
agrest,io.agrest.converter.valuestring,SqlTimeConverterTest,asString_100ms,Long Statement,The length of the statement "Time time=new Time(LocalTime.of(13`27`27`100_000_000).atDate(LocalDate.EPOCH).atZone(ZoneId.systemDefault()).toInstant().toEpochMilli());" is 137.,32
agrest,io.agrest.converter.valuestring,SqlTimeConverterTest,asString_100ms,Magic Number,The method contains a magic number: 13,32
agrest,io.agrest.converter.valuestring,SqlTimeConverterTest,asString_100ms,Magic Number,The method contains a magic number: 27,32
agrest,io.agrest.converter.valuestring,SqlTimeConverterTest,asString_100ms,Magic Number,The method contains a magic number: 27,32
agrest,io.agrest.converter.valuestring,SqlTimeConverterTest,asString_100ms,Magic Number,The method contains a magic number: 100_000_000,32
agrest,io.agrest.converter.valuestring,SqlTimestampConverterTest,asString,Magic Number,The method contains a magic number: 2016,14
agrest,io.agrest.converter.valuestring,SqlTimestampConverterTest,asString,Magic Number,The method contains a magic number: 3,14
agrest,io.agrest.converter.valuestring,SqlTimestampConverterTest,asString,Magic Number,The method contains a magic number: 26,14
agrest,io.agrest.converter.valuestring,SqlTimestampConverterTest,asString,Magic Number,The method contains a magic number: 13,14
agrest,io.agrest.converter.valuestring,SqlTimestampConverterTest,asString,Magic Number,The method contains a magic number: 27,14
agrest,io.agrest.converter.valuestring,SqlTimestampConverterTest,asString,Magic Number,The method contains a magic number: 27,14
agrest,io.agrest.converter.valuestring,SqlTimestampConverterTest,asString_distantPast,Magic Number,The method contains a magic number: 1815,19
agrest,io.agrest.converter.valuestring,SqlTimestampConverterTest,asString_distantPast,Magic Number,The method contains a magic number: 2,19
agrest,io.agrest.converter.valuestring,SqlTimestampConverterTest,asString_distantPast,Magic Number,The method contains a magic number: 2,19
agrest,io.agrest.converter.valuestring,SqlTimestampConverterTest,asString_1ms,Long Statement,The length of the statement "assertEquals("2016-03-26T13:27:27.001"`converter.asString(Timestamp.valueOf(LocalDateTime.of(2016`3`26`13`27`27`1_000_000))));" is 126.,24
agrest,io.agrest.converter.valuestring,SqlTimestampConverterTest,asString_1ms,Magic Number,The method contains a magic number: 2016,24
agrest,io.agrest.converter.valuestring,SqlTimestampConverterTest,asString_1ms,Magic Number,The method contains a magic number: 3,24
agrest,io.agrest.converter.valuestring,SqlTimestampConverterTest,asString_1ms,Magic Number,The method contains a magic number: 26,24
agrest,io.agrest.converter.valuestring,SqlTimestampConverterTest,asString_1ms,Magic Number,The method contains a magic number: 13,24
agrest,io.agrest.converter.valuestring,SqlTimestampConverterTest,asString_1ms,Magic Number,The method contains a magic number: 27,24
agrest,io.agrest.converter.valuestring,SqlTimestampConverterTest,asString_1ms,Magic Number,The method contains a magic number: 27,24
agrest,io.agrest.converter.valuestring,SqlTimestampConverterTest,asString_1ms,Magic Number,The method contains a magic number: 1_000_000,24
agrest,io.agrest.converter.valuestring,SqlTimestampConverterTest,asString_100ms,Long Statement,The length of the statement "assertEquals("2016-03-26T13:27:27.1"`converter.asString(Timestamp.valueOf(LocalDateTime.of(2016`3`26`13`27`27`100_000_000))));" is 126.,30
agrest,io.agrest.converter.valuestring,SqlTimestampConverterTest,asString_100ms,Magic Number,The method contains a magic number: 2016,30
agrest,io.agrest.converter.valuestring,SqlTimestampConverterTest,asString_100ms,Magic Number,The method contains a magic number: 3,30
agrest,io.agrest.converter.valuestring,SqlTimestampConverterTest,asString_100ms,Magic Number,The method contains a magic number: 26,30
agrest,io.agrest.converter.valuestring,SqlTimestampConverterTest,asString_100ms,Magic Number,The method contains a magic number: 13,30
agrest,io.agrest.converter.valuestring,SqlTimestampConverterTest,asString_100ms,Magic Number,The method contains a magic number: 27,30
agrest,io.agrest.converter.valuestring,SqlTimestampConverterTest,asString_100ms,Magic Number,The method contains a magic number: 27,30
agrest,io.agrest.converter.valuestring,SqlTimestampConverterTest,asString_100ms,Magic Number,The method contains a magic number: 100_000_000,30
agrest,io.agrest.converter.valuestring,UtilDateConverterTest,asString,Magic Number,The method contains a magic number: 2016,15
agrest,io.agrest.converter.valuestring,UtilDateConverterTest,asString,Magic Number,The method contains a magic number: 3,15
agrest,io.agrest.converter.valuestring,UtilDateConverterTest,asString,Magic Number,The method contains a magic number: 26,15
agrest,io.agrest.converter.valuestring,UtilDateConverterTest,asString,Magic Number,The method contains a magic number: 13,15
agrest,io.agrest.converter.valuestring,UtilDateConverterTest,asString,Magic Number,The method contains a magic number: 27,15
agrest,io.agrest.converter.valuestring,UtilDateConverterTest,asString,Magic Number,The method contains a magic number: 27,15
agrest,io.agrest.converter.valuestring,UtilDateConverterTest,asString_1ms,Magic Number,The method contains a magic number: 2016,21
agrest,io.agrest.converter.valuestring,UtilDateConverterTest,asString_1ms,Magic Number,The method contains a magic number: 3,21
agrest,io.agrest.converter.valuestring,UtilDateConverterTest,asString_1ms,Magic Number,The method contains a magic number: 26,21
agrest,io.agrest.converter.valuestring,UtilDateConverterTest,asString_1ms,Magic Number,The method contains a magic number: 13,21
agrest,io.agrest.converter.valuestring,UtilDateConverterTest,asString_1ms,Magic Number,The method contains a magic number: 27,21
agrest,io.agrest.converter.valuestring,UtilDateConverterTest,asString_1ms,Magic Number,The method contains a magic number: 27,21
agrest,io.agrest.converter.valuestring,UtilDateConverterTest,asString_1ms,Magic Number,The method contains a magic number: 1_000_000,21
agrest,io.agrest.converter.valuestring,UtilDateConverterTest,asString_100ms,Magic Number,The method contains a magic number: 2016,27
agrest,io.agrest.converter.valuestring,UtilDateConverterTest,asString_100ms,Magic Number,The method contains a magic number: 3,27
agrest,io.agrest.converter.valuestring,UtilDateConverterTest,asString_100ms,Magic Number,The method contains a magic number: 26,27
agrest,io.agrest.converter.valuestring,UtilDateConverterTest,asString_100ms,Magic Number,The method contains a magic number: 13,27
agrest,io.agrest.converter.valuestring,UtilDateConverterTest,asString_100ms,Magic Number,The method contains a magic number: 27,27
agrest,io.agrest.converter.valuestring,UtilDateConverterTest,asString_100ms,Magic Number,The method contains a magic number: 27,27
agrest,io.agrest.converter.valuestring,UtilDateConverterTest,asString_100ms,Magic Number,The method contains a magic number: 100_000_000,27
agrest,io.agrest.exp,CompositeExp,hashCode,Magic Number,The method contains a magic number: 31,65
agrest,io.agrest.exp,PositionalParamsExp,hashCode,Magic Number,The method contains a magic number: 31,38
agrest,io.agrest.exp.parser,AgExpressionParser,expression,Complex Method,Cyclomatic complexity of the method is 8,29
agrest,io.agrest.exp.parser,AgExpressionParser,orCondition,Complex Method,Cyclomatic complexity of the method is 10,61
agrest,io.agrest.exp.parser,AgExpressionParser,orCondition,Magic Number,The method contains a magic number: 2,61
agrest,io.agrest.exp.parser,AgExpressionParser,orCondition,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@4d5e95c5,61
agrest,io.agrest.exp.parser,AgExpressionParser,andCondition,Complex Method,Cyclomatic complexity of the method is 10,102
agrest,io.agrest.exp.parser,AgExpressionParser,andCondition,Magic Number,The method contains a magic number: 2,102
agrest,io.agrest.exp.parser,AgExpressionParser,andCondition,Magic Number,The method contains a magic number: 2,102
agrest,io.agrest.exp.parser,AgExpressionParser,andCondition,Magic Number,The method contains a magic number: 2,102
agrest,io.agrest.exp.parser,AgExpressionParser,andCondition,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@b8386fe,102
agrest,io.agrest.exp.parser,AgExpressionParser,notCondition,Complex Method,Cyclomatic complexity of the method is 48,143
agrest,io.agrest.exp.parser,AgExpressionParser,notCondition,Magic Number,The method contains a magic number: 3,143
agrest,io.agrest.exp.parser,AgExpressionParser,notCondition,Magic Number,The method contains a magic number: 4,143
agrest,io.agrest.exp.parser,AgExpressionParser,notCondition,Magic Number,The method contains a magic number: 3,143
agrest,io.agrest.exp.parser,AgExpressionParser,notCondition,Magic Number,The method contains a magic number: 3,143
agrest,io.agrest.exp.parser,AgExpressionParser,notCondition,Magic Number,The method contains a magic number: 4,143
agrest,io.agrest.exp.parser,AgExpressionParser,notCondition,Magic Number,The method contains a magic number: 4,143
agrest,io.agrest.exp.parser,AgExpressionParser,notCondition,Magic Number,The method contains a magic number: 2,143
agrest,io.agrest.exp.parser,AgExpressionParser,notCondition,Magic Number,The method contains a magic number: 17,143
agrest,io.agrest.exp.parser,AgExpressionParser,notCondition,Magic Number,The method contains a magic number: 26,143
agrest,io.agrest.exp.parser,AgExpressionParser,notCondition,Magic Number,The method contains a magic number: 27,143
agrest,io.agrest.exp.parser,AgExpressionParser,notCondition,Magic Number,The method contains a magic number: 30,143
agrest,io.agrest.exp.parser,AgExpressionParser,notCondition,Magic Number,The method contains a magic number: 61,143
agrest,io.agrest.exp.parser,AgExpressionParser,notCondition,Magic Number,The method contains a magic number: 3,143
agrest,io.agrest.exp.parser,AgExpressionParser,notCondition,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@6501e37c,143
agrest,io.agrest.exp.parser,AgExpressionParser,notCondition,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@31126b2,143
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Complex Method,Cyclomatic complexity of the method is 145,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 2,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 17,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 26,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 27,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 30,233
